n,time
1874,0.001348
1875,0.001165
1876,0.001366
1877,0.001173
1878,0.001406
1879,0.001171
1880,0.001170
1881,0.001173
1882,0.001285
1883,0.001173
1884,0.001204
1885,0.001174
1886,0.001178
1887,0.001290
1888,0.001183
1889,0.001213
1890,0.001230
1891,0.001181
1892,0.001200
1893,0.001185
1894,0.001305
1895,0.001220
1896,0.001305
1897,0.001189
1898,0.001189
1899,0.001194
1900,0.001191
1901,0.001198
1902,0.001161
1903,0.001163
1904,0.001169
1905,0.001166
1906,0.001170
1907,0.001168
1908,0.001172
1909,0.001168
1910,0.001173
1911,0.001170
1912,0.001176
1913,0.001173
1914,0.001177
1915,0.001175
1916,0.001179
1917,0.001177
1918,0.001186
1919,0.001178
1920,0.001183
1921,0.001180
1922,0.001186
1923,0.001182
1924,0.001188
1925,0.001186
1926,0.001185
1927,0.001186
1928,0.001192
1929,0.001189
1930,0.001193
1931,0.001198
1932,0.001196
1933,0.001192
1934,0.001198
1935,0.001195
1936,0.001199
1937,0.001195
1938,0.001198
1939,0.001203
1940,0.001199
1941,0.001207
1942,0.001204
1943,0.001208
1944,0.001204
1945,0.001208
1946,0.001205
1947,0.001210
1948,0.001209
1949,0.001216
1950,0.001208
1951,0.001215
1952,0.001211
1953,0.001212
1954,0.001217
1955,0.001214
1956,0.001215
1957,0.001216
1958,0.001217
1959,0.001217
1960,0.001223
1961,0.001219
1962,0.001227
1963,0.001221
1964,0.001224
1965,0.001225
1966,0.001230
1967,0.001226
1968,0.001228
1969,0.001229
1970,0.001235
1971,0.001231
1972,0.001236
1973,0.001233
1974,0.001238
1975,0.001235
1976,0.001241
1977,0.001238
1978,0.001243
1979,0.001239
1980,0.001244
1981,0.001241
1982,0.001248
1983,0.001244
1984,0.001247
1985,0.001245
1986,0.001294
1987,0.001247
1988,0.001252
1989,0.001250
1990,0.001254
1991,0.001252
1992,0.001251
1993,0.001258
1994,0.001283
1995,0.001259
1996,0.001257
1997,0.001262
1998,0.001260
1999,0.001511
2000,0.001262
2001,0.001267
2002,0.001262
2003,0.001264
2004,0.001270
2005,0.001286
2006,0.001303
2007,0.001541
2008,0.001309
2009,0.001312
2010,0.001304
2011,0.001336
2012,0.001459
2013,0.001313
2014,0.001316
2015,0.001316
2016,0.001313
2017,0.001313
2018,0.001561
2019,0.001319
2020,0.001321
2021,0.001318
2022,0.001318
2023,0.001544
2024,0.001325
2025,0.001328
2026,0.001323
2027,0.001324
2028,0.001327
2029,0.001576
2030,0.001328
2031,0.001327
2032,0.001327
2033,0.001392
2034,0.001657
2035,0.001588
2036,0.001426
2037,0.001430
2038,0.001684
2039,0.001428
2040,0.002275
2041,0.001412
2042,0.001553
2043,0.001445
2044,0.001419
2045,0.001393
2046,0.001421
2047,0.001421
2048,0.001397
2049,0.001826
2050,0.001460
2051,0.002736
2052,0.002255
2053,0.001855
2054,0.001438
2055,0.001444
2056,0.001461
2057,0.001433
2058,0.001509
2059,0.001417
2060,0.001497
2061,0.001442
2062,0.001503
2063,0.001595
2064,0.001408
2065,0.001589
2066,0.001379
2067,0.001537
2068,0.001465
2069,0.001450
2070,0.001377
2071,0.001417
2072,0.001681
2073,0.001485
2074,0.001562
2075,0.001409
2076,0.001533
2077,0.001625
2078,0.001593
2079,0.001455
2080,0.001490
2081,0.001664
2082,0.001498
2083,0.001556
2084,0.001731
2085,0.001438
2086,0.001492
2087,0.001466
2088,0.001403
2089,0.001537
2090,0.001393
2091,0.001544
2092,0.001396
2093,0.001399
2094,0.001485
2095,0.001398
2096,0.001511
2097,0.001407
2098,0.001407
2099,0.001586
2100,0.001449
2101,0.001416
2102,0.001419
2103,0.001449
2104,0.001577
2105,0.001416
2106,0.001485
2107,0.001412
2108,0.001429
2109,0.001544
2110,0.001420
2111,0.001477
2112,0.001380
2113,0.001424
2114,0.001573
2115,0.002031
2116,0.002372
2117,0.002457
2118,0.001479
2119,0.001515
2120,0.001870
2121,0.001494
2122,0.001654
2123,0.001554
2124,0.001488
2125,0.001472
2126,0.001508
2127,0.002436
2128,0.001487
2129,0.001497
2130,0.001501
2131,0.001598
2132,0.001557
2133,0.001508
2134,0.001535
2135,0.001522
2136,0.001503
2137,0.001527
2138,0.001530
2139,0.001583
2140,0.001719
2141,0.001512
2142,0.001500
2143,0.001496
2144,0.001494
2145,0.001502
2146,0.002029
2147,0.001830
2148,0.001465
2149,0.001504
2150,0.001570
2151,0.001501
2152,0.001512
2153,0.001970
2154,0.001535
2155,0.001526
2156,0.001508
2157,0.001510
2158,0.001476
2159,0.001480
2160,0.001930
2161,0.001474
2162,0.001520
2163,0.001476
2164,0.001483
2165,0.001482
2166,0.001633
2167,0.001653
2168,0.001486
2169,0.001602
2170,0.001484
2171,0.001487
2172,0.001763
2173,0.001768
2174,0.001494
2175,0.001496
2176,0.001501
2177,0.001490
2178,0.001494
2179,0.001637
2180,0.001653
2181,0.001502
2182,0.001496
2183,0.001499
2184,0.001500
2185,0.001523
2186,0.001849
2187,0.001764
2188,0.001508
2189,0.001504
2190,0.001506
2191,0.001510
2192,0.001651
2193,0.001642
2194,0.001561
2195,0.001559
2196,0.001791
2197,0.001521
2198,0.001522
2199,0.001522
2200,0.001517
2201,0.001525
2202,0.002726
2203,0.002709
2204,0.002012
2205,0.001662
2206,0.002214
2207,0.001637
2208,0.002602
2209,0.001694
2210,0.002189
2211,0.001761
2212,0.001616
2213,0.001725
2214,0.001655
2215,0.001578
2216,0.001537
2217,0.001554
2218,0.001543
2219,0.001776
2220,0.001598
2221,0.001705
2222,0.001589
2223,0.001546
2224,0.001551
2225,0.001548
2226,0.001735
2227,0.001554
2228,0.001562
2229,0.001586
2230,0.001560
2231,0.001544
2232,0.001514
2233,0.001521
2234,0.001659
2235,0.001672
2236,0.001560
2237,0.001562
2238,0.001547
2239,0.001564
2240,0.001772
2241,0.001769
2242,0.001567
2243,0.001569
2244,0.001569
2245,0.001581
2246,0.001532
2247,0.001577
2248,0.001575
2249,0.001861
2250,0.001818
2251,0.001877
2252,0.001660
2253,0.001579
2254,0.001581
2255,0.001584
2256,0.001584
2257,0.001587
2258,0.001837
2259,0.001861
2260,0.001896
2261,0.001760
2262,0.001591
2263,0.001592
2264,0.001599
2265,0.001593
2266,0.001595
2267,0.001598
2268,0.001823
2269,0.001812
2270,0.001756
2271,0.001608
2272,0.001683
2273,0.001652
2274,0.001730
2275,0.001608
2276,0.001609
2277,0.002017
2278,0.001821
2279,0.001669
2280,0.001620
2281,0.001660
2282,0.001794
2283,0.001887
2284,0.001622
2285,0.001624
2286,0.001625
2287,0.001621
2288,0.001622
2289,0.001625
2290,0.001781
2291,0.001869
2292,0.001739
2293,0.001718
2294,0.001686
2295,0.001668
2296,0.001677
2297,0.001640
2298,0.001636
2299,0.001637
2300,0.001779
2301,0.001916
2302,0.001644
2303,0.001646
2304,0.001641
2305,0.001643
2306,0.001645
2307,0.001646
2308,0.001727
2309,0.001878
2310,0.001647
2311,0.001650
2312,0.001651
2313,0.001653
2314,0.001653
2315,0.001659
2316,0.001892
2317,0.001940
2318,0.001663
2319,0.001660
2320,0.001660
2321,0.001663
2322,0.001666
2323,0.001696
2324,0.001876
2325,0.002008
2326,0.001866
2327,0.001722
2328,0.001679
2329,0.001674
2330,0.001673
2331,0.001702
2332,0.001768
2333,0.001680
2334,0.002059
2335,0.001933
2336,0.002016
2337,0.001688
2338,0.001730
2339,0.001690
2340,0.001684
2341,0.001722
2342,0.001689
2343,0.001737
2344,0.001786
2345,0.001948
2346,0.001698
2347,0.001694
2348,0.001699
2349,0.001742
2350,0.001725
2351,0.001704
2352,0.001654
2353,0.001706
2354,0.001704
2355,0.001659
2356,0.001668
2357,0.001660
2358,0.001671
2359,0.001670
2360,0.001665
2361,0.001671
2362,0.001667
2363,0.001675
2364,0.001671
2365,0.001676
2366,0.001672
2367,0.001678
2368,0.002548
2369,0.002145
2370,0.002044
2371,0.001805
2372,0.001839
2373,0.001876
2374,0.001815
2375,0.001794
2376,0.001781
2377,0.001843
2378,0.001777
2379,0.001734
2380,0.001742
2381,0.001691
2382,0.001697
2383,0.001801
2384,0.001699
2385,0.001695
2386,0.001701
2387,0.001697
2388,0.001704
2389,0.001700
2390,0.001707
2391,0.001703
2392,0.001710
2393,0.001711
2394,0.001711
2395,0.001707
2396,0.001760
2397,0.001715
2398,0.001710
2399,0.001720
2400,0.001714
2401,0.001719
2402,0.001716
2403,0.001779
2404,0.001810
2405,0.001760
2406,0.001720
2407,0.001728
2408,0.001721
2409,0.001730
2410,0.001727
2411,0.001732
2412,0.001728
2413,0.001727
2414,0.001780
2415,0.001728
2416,0.001734
2417,0.001740
2418,0.001738
2419,0.001778
2420,0.001739
2421,0.001746
2422,0.001785
2423,0.001801
2424,0.001776
2425,0.001746
2426,0.001744
2427,0.001746
2428,0.001754
2429,0.001748
2430,0.001756
2431,0.001752
2432,0.001759
2433,0.001755
2434,0.001761
2435,0.001755
2436,0.001763
2437,0.001759
2438,0.001767
2439,0.001761
2440,0.001767
2441,0.001762
2442,0.001764
2443,0.001922
2444,0.001774
2445,0.001849
2446,0.001780
2447,0.001770
2448,0.001771
2449,0.001779
2450,0.001811
2451,0.001774
2452,0.001776
2453,0.001778
2454,0.001777
2455,0.001785
2456,0.001782
2457,0.001783
2458,0.001786
2459,0.001792
2460,0.001787
2461,0.001789
2462,0.001796
2463,0.001798
2464,0.001791
2465,0.001800
2466,0.001793
2467,0.001808
2468,0.001796
2469,0.001805
2470,0.001799
2471,0.001808
2472,0.001801
2473,0.001810
2474,0.001805
2475,0.001811
2476,0.001813
2477,0.001819
2478,0.001809
2479,0.001894
2480,0.002058
2481,0.002244
2482,0.002054
2483,0.001864
2484,0.001871
2485,0.001822
2486,0.001824
2487,0.001818
2488,0.001827
2489,0.001824
2490,0.001831
2491,0.001826
2492,0.001834
2493,0.001827
2494,0.001835
2495,0.001829
2496,0.001830
2497,0.001832
2498,0.001841
2499,0.001833
2500,0.001843
2501,0.001837
2502,0.001847
2503,0.001877
2504,0.001876
2505,0.001928
2506,0.002159
2507,0.001901
2508,0.001894
2509,0.002282
2510,0.002115
2511,0.002156
2512,0.002248
2513,0.001851
2514,0.001990
2515,0.001905
2516,0.001900
2517,0.001863
2518,0.001858
2519,0.001917
2520,0.001906
2521,0.002361
2522,0.001914
2523,0.001972
2524,0.001969
2525,0.001984
2526,0.001926
2527,0.001920
2528,0.002003
2529,0.002127
2530,0.002093
2531,0.001925
2532,0.001936
2533,0.001936
2534,0.001929
2535,0.001928
2536,0.001933
2537,0.001940
2538,0.001934
2539,0.001937
2540,0.002013
2541,0.001940
2542,0.001960
2543,0.002185
2544,0.002088
2545,0.002163
2546,0.002200
2547,0.002192
2548,0.002079
2549,0.002066
2550,0.001958
2551,0.001950
2552,0.001952
2553,0.002010
2554,0.001963
2555,0.001958
2556,0.001988
2557,0.001959
2558,0.001961
2559,0.001962
2560,0.001966
2561,0.001922
2562,0.001951
2563,0.001921
2564,0.001917
2565,0.001919
2566,0.001918
2567,0.001920
2568,0.001929
2569,0.001924
2570,0.001945
2571,0.001925
2572,0.001934
2573,0.001927
2574,0.001937
2575,0.001935
2576,0.001938
2577,0.001933
2578,0.002060
2579,0.001935
2580,0.001944
2581,0.001939
2582,0.002145
2583,0.002093
2584,0.001993
2585,0.001977
2586,0.001944
2587,0.001953
2588,0.002000
2589,0.001979
2590,0.001950
2591,0.002004
2592,0.002008
2593,0.002007
2594,0.002010
2595,0.002015
2596,0.002196
2597,0.002223
2598,0.002269
2599,0.002278
2600,0.002259
2601,0.002489
2602,0.002264
2603,0.002160
2604,0.002315
2605,0.002103
2606,0.002024
2607,0.002030
2608,0.002032
2609,0.002028
2610,0.002085
2611,0.002030
2612,0.002031
2613,0.002034
2614,0.002034
2615,0.002038
2616,0.002078
2617,0.002086
2618,0.002250
2619,0.002203
2620,0.002207
2621,0.002235
2622,0.002048
2623,0.002052
2624,0.002055
2625,0.002047
2626,0.002049
2627,0.002050
2628,0.002054
2629,0.002055
2630,0.002062
2631,0.002057
2632,0.002065
2633,0.002285
2634,0.002193
2635,0.002182
2636,0.002275
2637,0.002256
2638,0.002283
2639,0.002170
2640,0.002070
2641,0.002080
2642,0.002071
2643,0.002074
2644,0.002073
2645,0.002075
2646,0.002076
2647,0.002215
2648,0.002087
2649,0.002081
2650,0.002083
2651,0.002102
2652,0.002089
2653,0.002088
2654,0.002096
2655,0.002167
2656,0.002126
2657,0.002095
2658,0.002094
2659,0.002272
2660,0.002223
2661,0.002157
2662,0.002155
2663,0.002186
2664,0.002100
2665,0.002105
2666,0.002244
2667,0.002166
2668,0.002181
2669,0.002107
2670,0.002110
2671,0.002112
2672,0.002112
2673,0.002318
2674,0.002232
2675,0.002185
2676,0.002391
2677,0.002424
2678,0.002334
2679,0.002341
2680,0.002359
2681,0.002428
2682,0.002250
2683,0.002736
2684,0.002202
2685,0.002132
2686,0.002131
2687,0.002131
2688,0.002270
2689,0.002149
2690,0.002136
2691,0.002146
2692,0.002093
2693,0.002085
2694,0.002086
2695,0.002100
2696,0.002167
2697,0.002101
2698,0.002130
2699,0.002138
2700,0.002136
2701,0.002104
2702,0.002101
2703,0.002108
2704,0.002100
2705,0.002110
2706,0.002103
2707,0.002114
2708,0.002105
2709,0.002116
2710,0.002140
2711,0.002109
2712,0.002110
2713,0.002121
2714,0.002123
2715,0.002114
2716,0.002145
2717,0.002127
2718,0.002130
2719,0.002118
2720,0.002131
2721,0.002122
2722,0.002261
2723,0.002134
2724,0.002213
2725,0.002141
2726,0.002137
2727,0.002140
2728,0.002137
2729,0.002132
2730,0.002140
2731,0.002233
2732,0.002194
2733,0.002239
2734,0.002272
2735,0.002203
2736,0.002556
2737,0.002203
2738,0.002246
2739,0.002599
2740,0.002243
2741,0.002314
2742,0.002268
2743,0.002402
2744,0.002277
2745,0.002506
2746,0.002212
2747,0.002341
2748,0.002281
2749,0.002293
2750,0.002282
2751,0.002437
2752,0.002405
2753,0.002343
2754,0.002310
2755,0.002430
2756,0.002361
2757,0.002368
2758,0.002436
2759,0.002239
2760,0.002311
2761,0.002243
2762,0.002359
2763,0.002237
2764,0.002286
2765,0.002248
2766,0.002238
2767,0.002247
2768,0.002444
2769,0.002245
2770,0.002209
2771,0.002247
2772,0.002424
2773,0.002303
2774,0.002196
2775,0.002263
2776,0.002195
2777,0.002205
2778,0.002199
2779,0.002209
2780,0.002209
2781,0.002218
2782,0.002220
2783,0.002264
2784,0.002265
2785,0.002266
2786,0.002353
2787,0.002248
2788,0.002272
2789,0.002274
2790,0.002273
2791,0.002285
2792,0.002283
2793,0.002289
2794,0.002280
2795,0.002288
2796,0.002281
2797,0.002284
2798,0.002286
2799,0.002285
2800,0.002299
2801,0.002289
2802,0.002302
2803,0.002291
2804,0.002441
2805,0.002296
2806,0.002636
2807,0.002409
2808,0.002626
2809,0.002630
2810,0.002427
2811,0.002635
2812,0.002760
2813,0.002684
2814,0.002642
2815,0.002643
2816,0.002702
2817,0.002651
2818,0.002661
2819,0.002543
2820,0.002319
2821,0.002408
2822,0.002322
2823,0.002362
2824,0.002328
2825,0.002420
2826,0.002389
2827,0.002399
2828,0.002326
2829,0.002392
2830,0.002407
2831,0.002422
2832,0.002478
2833,0.002423
2834,0.002866
2835,0.002530
2836,0.002553
2837,0.002508
2838,0.002632
2839,0.002421
2840,0.002878
2841,0.002572
2842,0.002480
2843,0.002415
2844,0.002422
2845,0.002351
2846,0.002354
2847,0.002427
2848,0.002445
2849,0.002425
2850,0.002423
2851,0.002363
2852,0.002402
2853,0.002437
2854,0.002521
2855,0.002427
2856,0.002372
2857,0.002501
2858,0.004279
2859,0.004418
2860,0.003884
2861,0.003267
2862,0.003320
2863,0.002744
2864,0.003269
2865,0.002652
2866,0.002483
2867,0.002505
2868,0.003222
2869,0.003665
2870,0.002640
2871,0.002853
2872,0.002554
2873,0.002497
2874,0.002564
2875,0.002969
2876,0.002481
2877,0.002410
2878,0.002512
2879,0.002540
2880,0.002404
2881,0.002556
2882,0.002407
2883,0.002615
2884,0.002418
2885,0.002854
2886,0.002953
2887,0.002603
2888,0.002542
2889,0.002419
2890,0.003044
2891,0.002493
2892,0.002580
2893,0.002525
2894,0.002422
2895,0.002431
2896,0.002719
2897,0.002699
2898,0.002575
2899,0.002592
2900,0.002501
2901,0.002541
2902,0.002653
2903,0.002498
2904,0.002573
2905,0.002689
2906,0.002522
2907,0.002480
2908,0.002585
2909,0.002744
2910,0.002731
2911,0.002417
2912,0.002533
2913,0.002424
2914,0.002584
2915,0.002871
2916,0.003847
2917,0.002524
2918,0.002931
2919,0.002662
2920,0.002500
2921,0.002890
2922,0.002682
2923,0.002593
2924,0.002671
2925,0.002629
2926,0.002631
2927,0.002474
2928,0.002544
2929,0.002515
2930,0.002548
2931,0.002587
2932,0.002590
2933,0.002586
2934,0.002707
2935,0.002968
2936,0.003098
2937,0.002559
2938,0.002637
2939,0.002661
2940,0.002726
2941,0.002597
2942,0.002522
2943,0.002494
2944,0.002495
2945,0.002648
2946,0.002652
2947,0.002660
2948,0.003012
2949,0.002615
2950,0.002545
2951,0.002581
2952,0.002581
2953,0.002581
2954,0.002557
2955,0.002635
2956,0.002514
2957,0.002678
2958,0.002599
2959,0.002631
2960,0.003044
2961,0.002997
2962,0.002888
2963,0.002614
2964,0.002601
2965,0.002615
2966,0.002596
2967,0.002609
2968,0.002660
2969,0.002683
2970,0.002700
2971,0.002710
2972,0.003097
2973,0.002715
2974,0.002637
2975,0.002583
2976,0.002582
2977,0.002725
2978,0.003414
2979,0.003059
2980,0.002649
2981,0.002721
2982,0.002880
2983,0.004335
2984,0.002730
2985,0.002642
2986,0.002874
2987,0.002800
2988,0.002687
2989,0.002569
2990,0.002749
2991,0.002715
2992,0.002795
2993,0.002711
2994,0.002684
2995,0.002730
2996,0.002612
2997,0.002726
2998,0.002645
2999,0.002835
3000,0.002576
3001,0.003036
3002,0.002670
3003,0.002783
3004,0.002635
3005,0.004072
3006,0.004059
3007,0.002779
3008,0.002704
3009,0.002849
3010,0.002764
3011,0.002834
3012,0.002632
3013,0.002616
3014,0.002617
3015,0.002609
3016,0.002621
3017,0.002604
3018,0.002771
3019,0.002556
3020,0.002868
3021,0.002618
3022,0.002891
3023,0.002644
3024,0.002978
3025,0.002889
3026,0.002835
3027,0.003088
3028,0.002621
3029,0.002623
3030,0.002621
3031,0.002632
3032,0.002698
3033,0.002973
3034,0.002748
3035,0.003132
3036,0.002745
3037,0.002716
3038,0.002709
3039,0.002783
3040,0.003055
3041,0.003397
3042,0.003527
3043,0.002717
3044,0.002862
3045,0.002799
3046,0.002802
3047,0.002821
3048,0.002785
3049,0.002725
3050,0.002730
3051,0.002753
3052,0.002883
3053,0.002960
3054,0.002965
3055,0.002739
3056,0.002739
3057,0.002732
3058,0.002741
3059,0.002774
3060,0.002777
3061,0.002842
3062,0.002779
3063,0.002768
3064,0.002675
3065,0.003165
3066,0.002675
3067,0.002798
3068,0.002697
3069,0.002991
3070,0.002702
3071,0.002614
3072,0.002633
3073,0.002615
3074,0.002629
3075,0.002618
3076,0.002640
3077,0.002621
3078,0.002680
3079,0.002705
3080,0.002645
3081,0.002627
3082,0.002704
3083,0.002630
3084,0.002649
3085,0.002635
3086,0.002655
3087,0.002655
3088,0.002637
3089,0.002663
3090,0.002641
3091,0.002661
3092,0.002794
3093,0.002709
3094,0.002648
3095,0.002667
3096,0.002651
3097,0.002670
3098,0.002654
3099,0.002662
3100,0.002748
3101,0.002658
3102,0.002656
3103,0.002659
3104,0.002683
3105,0.002669
3106,0.002670
3107,0.002669
3108,0.002711
3109,0.002669
3110,0.002690
3111,0.002671
3112,0.002802
3113,0.002673
3114,0.002759
3115,0.002697
3116,0.002680
3117,0.002688
3118,0.002755
3119,0.002754
3120,0.002705
3121,0.002707
3122,0.002867
3123,0.003040
3124,0.003005
3125,0.002892
3126,0.002937
3127,0.002698
3128,0.002769
3129,0.002790
3130,0.002772
3131,0.002721
3132,0.002702
3133,0.003028
3134,0.002947
3135,0.002986
3136,0.002891
3137,0.002712
3138,0.002808
3139,0.002786
3140,0.002789
3141,0.003009
3142,0.002925
3143,0.002907
3144,0.002934
3145,0.002891
3146,0.002876
3147,0.003055
3148,0.002946
3149,0.002987
3150,0.002987
3151,0.002936
3152,0.003281
3153,0.002892
3154,0.002898
3155,0.002995
3156,0.002930
3157,0.002977
3158,0.003052
3159,0.002907
3160,0.002905
3161,0.002897
3162,0.002929
3163,0.002980
3164,0.003023
3165,0.003545
3166,0.002946
3167,0.002958
3168,0.002945
3169,0.002986
3170,0.003554
3171,0.003090
3172,0.002887
3173,0.002938
3174,0.002939
3175,0.003070
3176,0.003010
3177,0.002979
3178,0.004043
3179,0.002928
3180,0.003046
3181,0.002954
3182,0.003061
3183,0.003607
3184,0.003355
3185,0.002940
3186,0.002893
3187,0.002969
3188,0.003144
3189,0.003172
3190,0.002949
3191,0.002953
3192,0.002986
3193,0.002967
3194,0.003004
3195,0.003019
3196,0.003356
3197,0.002961
3198,0.002960
3199,0.002974
3200,0.003058
3201,0.003490
3202,0.003094
3203,0.002973
3204,0.002969
3205,0.002971
3206,0.002971
3207,0.002988
3208,0.003030
3209,0.003048
3210,0.003158
3211,0.002998
3212,0.002906
3213,0.003080
3214,0.003091
3215,0.003080
3216,0.002983
3217,0.002997
3218,0.002991
3219,0.003075
3220,0.003120
3221,0.003056
3222,0.002840
3223,0.002903
3224,0.002878
3225,0.002925
3226,0.002923
3227,0.002950
3228,0.002850
3229,0.002877
3230,0.002853
3231,0.002878
3232,0.002855
3233,0.002964
3234,0.002860
3235,0.002888
3236,0.002866
3237,0.002890
3238,0.002865
3239,0.002905
3240,0.002869
3241,0.002897
3242,0.002877
3243,0.002900
3244,0.002872
3245,0.002946
3246,0.002878
3247,0.002880
3248,0.002932
3249,0.002909
3250,0.002883
3251,0.002920
3252,0.002888
3253,0.002962
3254,0.002974
3255,0.003003
3256,0.003004
3257,0.003052
3258,0.002974
3259,0.002975
3260,0.002926
3261,0.003293
3262,0.002964
3263,0.002993
3264,0.002932
3265,0.002905
3266,0.003004
3267,0.003021
3268,0.002908
3269,0.003019
3270,0.002913
3271,0.002938
3272,0.002916
3273,0.002943
3274,0.002919
3275,0.002949
3276,0.002922
3277,0.002924
3278,0.002951
3279,0.002928
3280,0.003080
3281,0.003028
3282,0.002932
3283,0.002960
3284,0.002937
3285,0.003038
3286,0.002938
3287,0.002967
3288,0.002942
3289,0.002968
3290,0.002956
3291,0.003073
3292,0.003350
3293,0.002949
3294,0.003071
3295,0.002953
3296,0.003483
3297,0.002992
3298,0.002956
3299,0.002957
3300,0.002958
3301,0.002996
3302,0.002962
3303,0.002990
3304,0.002966
3305,0.003036
3306,0.002980
3307,0.003115
3308,0.002999
3309,0.002973
3310,0.003005
3311,0.003167
3312,0.003008
3313,0.002989
3314,0.002989
3315,0.002982
3316,0.003015
3317,0.002995
3318,0.003016
3319,0.002990
3320,0.003020
3321,0.002993
3322,0.003031
3323,0.002999
3324,0.003041
3325,0.003054
3326,0.003083
3327,0.003028
3328,0.003005
3329,0.003042
3330,0.003005
3331,0.003038
3332,0.003010
3333,0.003039
3334,0.003013
3335,0.003044
3336,0.003131
3337,0.003045
3338,0.003017
3339,0.003060
3340,0.003021
3341,0.003052
3342,0.003025
3343,0.003057
3344,0.003028
3345,0.003063
3346,0.003032
3347,0.003063
3348,0.003035
3349,0.003109
3350,0.003157
3351,0.003072
3352,0.003042
3353,0.003073
3354,0.003193
3355,0.003046
3356,0.003221
3357,0.003127
3358,0.003397
3359,0.003178
3360,0.003086
3361,0.003232
3362,0.003055
3363,0.003058
3364,0.003130
3365,0.003061
3366,0.003097
3367,0.003066
3368,0.003098
3369,0.003067
3370,0.003100
3371,0.003072
3372,0.003106
3373,0.003074
3374,0.003106
3375,0.003078
3376,0.003114
3377,0.003081
3378,0.003115
3379,0.003082
3380,0.003118
3381,0.003087
3382,0.003849
3383,0.003102
3384,0.003092
3385,0.003132
3386,0.003095
3387,0.003130
3388,0.003099
3389,0.003133
3390,0.003211
3391,0.003442
3392,0.003135
3393,0.003107
3394,0.003146
3395,0.003116
3396,0.003146
3397,0.003114
3398,0.003321
3399,0.003153
3400,0.003155
3401,0.003356
3402,0.003211
3403,0.003205
3404,0.003160
3405,0.003135
3406,0.003163
3407,0.003141
3408,0.003165
3409,0.003314
3410,0.003138
3411,0.003139
3412,0.003433
3413,0.003139
3414,0.003225
3415,0.003374
3416,0.003490
3417,0.003432
3418,0.003347
3419,0.003431
3420,0.003238
3421,0.003237
3422,0.003290
3423,0.003363
3424,0.003445
3425,0.003162
3426,0.003247
3427,0.003206
3428,0.003424
3429,0.003571
3430,0.003412
3431,0.003474
3432,0.003770
3433,0.003351
3434,0.003366
3435,0.003430
3436,0.003815
3437,0.003394
3438,0.003357
3439,0.003433
3440,0.003963
3441,0.003314
3442,0.003276
3443,0.003404
3444,0.003417
3445,0.003375
3446,0.003374
3447,0.003500
3448,0.003424
3449,0.003842
3450,0.003381
3451,0.003390
3452,0.003433
3453,0.004010
3454,0.003410
3455,0.003431
3456,0.003541
3457,0.003494
3458,0.003395
3459,0.003303
3460,0.003574
3461,0.003407
3462,0.003311
3463,0.003532
3464,0.003461
3465,0.003433
3466,0.003315
3467,0.003421
3468,0.003472
3469,0.003654
3470,0.003685
3471,0.003424
3472,0.003629
3473,0.004092
3474,0.003422
3475,0.003367
3476,0.003500
3477,0.003539
3478,0.003427
3479,0.003523
3480,0.003520
3481,0.003537
3482,0.003425
3483,0.003408
3484,0.003994
3485,0.003766
3486,0.003446
3487,0.003348
3488,0.003417
3489,0.003643
3490,0.003397
3491,0.003268
3492,0.003313
3493,0.003347
3494,0.003274
3495,0.003279
3496,0.003274
3497,0.003278
3498,0.003279
3499,0.003281
3500,0.003284
3501,0.003291
3502,0.003328
3503,0.003288
3504,0.003425
3505,0.003351
3506,0.003294
3507,0.003338
3508,0.003297
3509,0.003344
3510,0.003299
3511,0.003344
3512,0.003460
3513,0.003345
3514,0.003305
3515,0.003346
3516,0.003311
3517,0.003460
3518,0.003510
3519,0.003361
3520,0.003316
3521,0.003367
3522,0.003320
3523,0.003367
3524,0.003321
3525,0.003372
3526,0.003325
3527,0.003376
3528,0.003329
3529,0.003378
3530,0.003339
3531,0.003375
3532,0.003373
3533,0.003386
3534,0.003340
3535,0.003392
3536,0.003350
3537,0.003394
3538,0.003345
3539,0.003403
3540,0.003348
3541,0.003744
3542,0.003353
3543,0.003411
3544,0.003357
3545,0.003616
3546,0.003365
3547,0.003568
3548,0.003619
3549,0.003365
3550,0.003459
3551,0.003376
3552,0.003588
3553,0.003775
3554,0.003370
3555,0.003428
3556,0.003913
3557,0.004224
3558,0.003608
3559,0.003756
3560,0.003693
3561,0.003577
3562,0.003555
3563,0.003694
3564,0.003696
3565,0.003605
3566,0.003668
3567,0.003857
3568,0.003643
3569,0.003587
3570,0.003746
3571,0.003623
3572,0.003654
3573,0.003679
3574,0.003701
3575,0.003664
3576,0.003506
3577,0.003636
3578,0.003711
3579,0.003939
3580,0.004801
3581,0.003711
3582,0.003605
3583,0.003518
3584,0.003576
3585,0.003684
3586,0.003621
3587,0.003574
3588,0.003608
3589,0.004166
3590,0.003671
3591,0.004288
3592,0.003730
3593,0.003733
3594,0.004330
3595,0.005829
3596,0.003746
3597,0.003650
3598,0.003569
3599,0.003705
3600,0.004225
3601,0.003655
3602,0.003686
3603,0.004152
3604,0.003857
3605,0.003650
3606,0.003697
3607,0.003740
3608,0.003561
3609,0.003754
3610,0.003812
3611,0.003566
3612,0.003562
3613,0.004145
3614,0.004007
3615,0.003609
3616,0.003750
3617,0.004157
3618,0.003682
3619,0.003741
3620,0.004241
3621,0.003682
3622,0.003697
